FAO_code,Latin,English,Spanish,French
sbf,Thunnus maccoyii,Southern bluefin tuna,Atún rojo del Sur,Thon rouge du Sud
sbg,Sparus aurata,Gilthead seabream,Dorada,Dorade royale
sbh,Morone chrysops x M. saxatilis,"Striped bass, hybrid","Lubina estriada, híbrida","Bar d'Amérique, hybride"
sbi,Belodontichthys dinema,,,
sbj,Scorpaena brasiliensis,Barbfish,,
sbk,Phoca sibirica,Baikal seal,Foca de Baikal,Phoque du lac Baikal
sbl,Hexanchus griseus,Bluntnose sixgill shark,Cañabota gris,Requin griset
sbm,Sorubim lima,Duckbill catfish,,
sbn,Scopelogadus beanii,,,
sbo,Sorubim latirostris,,,
sbp,Pagrus spp,Pargo breams nei,Pargos nep,Dorades
sbq,Sarcothalia crispata,,Luga negra o crespa,
sbr,Pagellus bogaraveo,Blackspot(=red) seabream,Besugo,Dorade rose
sbs,Oblada melanura,Saddled seabream,Oblada,Oblade
sbu,Polysteganus coeruleopunctatus,Blueskin seabream,Dentón azul,Denté à points bleus
sbv,Suggrundus brevirostris,,,
sbw,Lithognathus aureti,West coast seabream,Herrera de la costa oeste,Marbré de la côte ouest
sbx,Sparidae,"Porgies, seabreams nei","Dentones, sargos nep","Dentés, spares"
sby,Sebastes brevispinis,Silvergray rockfish,,
sbz,Diplodus cervinus,Zebra seabream,Sargo breado,Sar à grosses lèvres
sca,Placopecten magellanicus,American sea scallop,Vieira americana,Pecten d'Amérique
scb,Argopecten irradians,Atlantic bay scallop,Peine caletero,Peigne baie
scc,Argopecten gibbus,Calico scallop,Peine percal,Peigne calicot
scd,Portunus pelagicus,Blue swimming crab,Jaiba azul,Étrille bleue
sce,Pecten maximus,Great Atlantic scallop,Vieira(=Concha de Santiago),Coquille St-Jacques atlantique
scf,Scophthalmidae,Turbots nei,Rodaballos nep,Turbots
scg,Patinopecten caurinus,Weathervane scallop,Vieira gigante del Pacífico,Pecten géant du Pacifique
sch,Argopecten ventricosus,Pacific calico scallop,Peine volador,Pétoncle volant
scj,Sternarchogiton cuchillejo,,,
sck,Dalatias licha,Kitefin shark,Carocho,Squale liche
scl,Scyliorhinus spp,"Catsharks, nursehounds nei","Alitanes, pintarrojas nep",Roussettes
scm,Polysteganus praeorbitalis,Scotsman seabream,Dentón del Natal,Denté du Natal
scn,Siganus canaliculatus,White-spotted spinefoot,Sigano pintado,Sigan pintade
sco,Scorpaenidae,Scorpionfishes nei,"Rascacios, gallinetas nep","Rascasses, etc."
scp,Stenotomus chrysops,Scup,Sargo de América del Norte,Spare doré
scq,Argopecten purpuratus,Peruvian calico scallop,Ostión abanico,Pétoncle éventail
scr,Maja squinado,Spinous spider crab,Centolla europea,Araignée européenne
scs,Scorpaena spp,"Scorpionfishes, rockfishes nei","Rascacios, cabrachos nep",Rascasses
sct,Scatophagus spp,Scats,Pingos,Pavillons
scu,Myoxocephalus spp,Sculpins,Charrascos,Chaboisseaux
scv,Steindachnerina varii,,,
scw,Pachystomias microdon,,,
scx,Pectinidae,Scallops nei,Peines nep,Peignes
scy,Scyllarus arctus,Lesser slipper lobster,Santiaguiño,Petite cigale
scz,Pecten novaezelandiae,New Zealand scallop,Vieira de Nueva Zelandia,Pecten de Nouvelle-Zélande
sda,Dysomma anguillare,Shortbelly eel,,
sdb,Sardinella albella,White sardinella,Sardinela blanca,Sardinelle blanche
sdc,Diastobranchus capensis,Basketwork eel,,
sdd,Saccodon dariensis,,,
sde,Sparodon durbanensis,Musselcracker seabream,,
sdf,Lepidopus fitchi,Pacific scabbardfish,Pez cinto de Fitch,Poisson-sabre yatagan
sdg,Stypodon signifer,Stumptooth minnow,,
sdh,Deania histricosa,Rough longnose dogfish,Tollo raspa,Squale-savate rude
sdi,Sardinella sindensis,Sind sardinella,Sardinela sinda,Sardinelle miyako
sdj,Sardinella jussieui,Mauritian sardinella,,
sdk,Scalpellidae,Scalpellidae barnacles nei,Percebes Scalpellidae nep,Pouce-pieds Scalpellidae
sdl,Stenodus leucichthys,Sheefish,,
sdm,Sardinella melanura,Blacktip sardinella,Sardinela rabo negro,Sardinelle queue noire
sdn,Sardinella neglecta,East African sardinella,,
sdo,Danaphos oculatus,Bottlelights,,
sdp,Mustelus schmitti,Narrownose smooth-hound,Gatuso,Émissole gatuso
sdq,Deania quadrispinosa,Longsnout dogfish,,
sdr,Synodus saurus,Atlantic lizardfish,,
sds,Mustelus asterias,Starry smooth-hound,Musola dentuda,Émissole tachetée
sdt,Sciadeops troschelii,Chili sea catfish,,
sdu,Deania profundorum,Arrowhead dogfish,Tollo flecha,Squale-savate lutin
sdv,Mustelus spp,Smooth-hounds nei,Tollos nep,Émissoles
sdw,Sciades dowii,Brown sea catfish,Bagre moreno,Mâchoiron brun
sdx,Decapterus spp,Scads nei,Macarelas nep,Comètes
sdy,Sardinella brachysoma,Deepbody sardinella,,
sdz,Seriatopora caliendrum,Birdsnest coral,,
sea,Arctocephalus gazella,Antarctic fur seal,Lobo fino antártico,Otarie antarctique
seb,Erignathus barbatus,Bearded seal,Foca barbuda,Phoque barbu
sec,Phoca vitulina,Harbour seal,Foca común,Phoque veau marin
sed,Sebastes serranoides,Olive rockfish,,
see,Argyropelecus aculeatus,,,
sef,Arctocephalus australis,South American fur seal,Lobo fino austral,Otarie d'Amérique du Sud
seg,Halichoerus grypus,Grey seal,Foca de gris,Phoque gris
seh,Phoca groenlandica,Harp seal,Foca de Groenlandia,Phoque du Groenland
sei,Seriolella violacea,Palm ruff,Cojinoba palmera,Sériolelle palmée
sej,Sebastes minor,,,
sek,Arctocephalus pusillus,South African fur seal,Lobo marino de dos pelos,Otarie du Cap
sel,Otaria flavescens,South American sea lion,Lobo común,Lion de mer d'Amérique du Sud
sem,Seriolella brama,Common warehou,,
sen,Callorhinus ursinus,Northern fur seal,Lobo fino del Norte,Otarie des Pribilofs
seo,Seriolella porosa,Choicy ruff,Cojinoba savorín,Sériolelle argentine
sep,Seriolella punctata,Silver warehou,Cojinoba moteada,
seq,Sebastes rosaceus,Rosy rockfish,,
ser,Phoca hispida,Ringed seal,Foca marbreada,Phoque annelé ou marbré
ses,Mirounga leonina,Southern elephant seal,Foca elephante del sur,Éléphant de mer austral
set,Lobodon carcinophagus,Crabeater seal,Foca cangrejera,Phoque crabier
seu,Seriolella caerulea,White warehou,Cojinoba del sur,
sev,Polysteganus undulosus,Seventyfour seabream,Dentón manchado,Denté maculé
sew,Trichechus inunguis,Amazonian manatee,Vaca marina del Amazonas,Lamantin de l'Amazone
sex,Eurypharynx pelecanoides,Pelican eel,,
sey,Schedophilus velaini,Violet warehou,,
sez,Cystophora cristata,Hooded seal,Foca capuchina,Phoque à crete
sfa,Istiophorus platypterus,Indo-Pacific sailfish,Pez vela del Indo-Pacífico,Voilier indo-pacifique
sfb,Sebastes borealis,Shortraker rockfish,,
sfc,Salmo carpio,,,
sfd,Sebastes diploproa,Splitnose rockfish,,
sfe,Sebastes elongatus,Greenstriped rockfish,,
sff,Salmo fibreni,,,
sfg,Sebastes maliger,Quillback rockfish,,
sfh,Sebastiscus marmoratus,,,
sfi,Salmo ischchan,Sevan trout,,
sfj,Sebastes caurinus,Copper rockfish,,
sfk,Sebastes jordani,Shortbelly rockfish,,
sfl,Sebastes schlegeli,Korean rockfish,,
sfm,Salmo marmoratus,,,
sfn,Diretmichthys parini,Parin's spinyfish,Malcarado de Parin,Dirette de Parin
sfo,Sebastes constellatus,Starry rockfish,,
sfp,Sebastes serriceps,Treefish,,
sfq,Sebastes inermis,,,
sfr,Syngnathus rostellatus,Nilsson's pipefish,,
sfs,Lepidopus caudatus,Silver scabbardfish,Pez cinto,Sabre argenté
sft,Sebastes aleutianus,Rougheye rockfish,,
sfu,Sigmistes caulias,Kelp sculpin,,
sfv,Sebastes viviparus,Norway redfish,,Petit sébaste
sfw,Sebastes miniatus,Vermilion rockfish,,
sfx,Salmo ferox,,,
sfy,Sebastes mystinus,Blue rockfish,,
sfz,Sebastes taczanowskii,,,
sga,Arctocephalus galapagoensis,Galapagos fur seal,Lobo fino de Galápagos,Otarie des Galapagos
sgb,Scaphognathops bandanensis,,,
sgc,Sternopygus macrurus,Longtail knifefish,,
sgd,Solegnathus dunckeri,,,
sge,Stygnobrotula latebricola,,,
sgf,Arctocephalus townsendi,Guadalupe fur seal,Lobo fino de Guadalupe,Otarie de Guadalupe
sgg,Sphagemacrurus grenadae,,,
sgh,Stigmatopora argus,Spotted pipefish,,
sgi,Pseudochaenichthys georgianus,South Georgia icefish,Draco cocodrilo,Crocodile de Géorgie
sgj,Syngnathoides biaculeatus,Alligator pipefish,,
sgk,Psammogobius knysnaensis,,,
sgl,Scalanago lateralis,,,
sgm,Sarcoglanis simplex,,,
sgn,Scorpaena grandicornis,Plumed scorpionfish,,
sgo,Sebastes goodei,Chilipepper rockfish,Chancharro pimienta,Sébaste piment
sgp,Syngnathus phlegon,,,
sgq,Syngnathus acus,Greater pipefish,,
sgr,Strongylura timucu,Timucu,,
sgs,Ceratoglanis scleronema,,,
sgt,Sternopygus astrabes,,,
sgu,Siganus guttatus,Goldlined spinefoot,Sigano rayas doradas,Sigan raies d'or
sgv,Scaturiginichthys vermeilipinnis,Redfinned blue-eye,,
sgw,Scolichthys greenwayi,,,
sgx,Solen gordonis,Akemate razor shell,,
sgy,Strongylura strongylura,Spottail needlefish,,
sgz,Scorpaena guttata,California scorpionfish,,
sha,Alosa sapidissima,American shad,Sábalo americano,Alose savoureuse
shb,Echinorhinus brucus,Bramble shark,Tiburón de clavos,Squale bouclé
shc,Alosa pontica,Pontic shad,Sábalo del Mar Negro,Alose de la mer Noire
shd,"Alosa alosa, A. fallax",Allis and twaite shads,Sábalo común y saboga,Aloses vraie et feinte
she,Alosa maeotica,Black Sea shad,,
shf,Spiniphryne gladisfenae,,,
shg,Dorosoma cepedianum,American gizzard shad,Sábalo molleja,Alose noyer
shh,Alosa mediocris,Hickory shad,,Alose américaine
shi,Metapenaeus joyneri,Shiba shrimp,Camarón siba,Crevette siba
shj,Stegophilus insidiosus,,,
shl,Etmopterus spp,Lanternsharks nei,Tollos lucero nep,Sagres
shm,Grammatorcynus bicarinatus,Shark mackerel,Carite-cazón,Thazard requin
shn,Schroederichthys tenuis,Slender catshark,Pejegato menudo,Holbiche mannequin
sho,Galeus melastomus,Blackmouth catshark,Pintarroja bocanegra,Chien espagnol
shp,Sarcocheilichthys nigripinnis,Rainbow gudgeon,,
shq,Syngnathus abaster,,,
shr,Diplodus puntazzo,Sharpsnout seabream,Sargo picudo,Sar à museau pointu
shs,Sergestidae,Sergestid shrimps nei,Camarones sergéstidos nep,Crevettes sergestid
shu,Schroederichthys maculatus,Narrowtail catshark,Pejegato rabo fino,Holbiche petite queue
shv,Schroederichthys bivius,Narrowmouthed catshark,Pejegato bocachica,Holbiche blanche
shw,Globicephala macrorhynchus,Short-finned pilot whale,Calderón de aletas cortas,Globicéphale tropical
shx,Squaliformes,"Dogfish sharks, etc. nei",Squaliformes nep,Squaliformes
shy,Schroederichthys chilensis,Redspotted catshark,Pintarroja chilena,Holbiche à taches rouges
shz,Alosa spp,Shads nei,Sábalos nep,Aloses
sia,Stolothrissa tanganicae,Lake Tanganyika sprat,,
sib,Ilyophis brunneus,Muddy arrowtooth eel,,
sic,Drepane africana,African sicklefish,Catemo africano,Forgeron ailé
sid,Scopelarchoides danae,,,
sie,Scomberomorus sierra,Pacific sierra,Carite sierra,Thazard sierra (Pacifique)
sif,Smithichthys fucorum,Leafy klipfish,,
sig,Steindachneria argentea,Luminous hake,Merluza luminosa,Merlu lumineux
sih,Sorubimichthys planiceps,Firewood catfish,,
sii,Sorubim trigonocephalus,,,
sij,Sillaginopsis panijus,Flathead sillago,Silago chato,Pêche-madame camus
sik,Sio nordenskjoeldii,,,
sil,Atherinidae,Silversides(=Sand smelts) nei,Pejerreyes nep,Athérinidés
sim,Scopelopsis multipunctatus,,,
sin,Siniperca chuatsi,Mandarin fish,,
sio,Chirostomias pliopterus,,,
sip,Pampus argenteus,Silver pomfret,Palometón platero,Aileron argenté
siq,Scorpaena histrio,Player scorpionfish,,
sit,Spratellicypris palata,,,
siu,Sipunculus nudus,Peanut worm,Tita,
siv,Sillaginodes punctata,Spotted sillago,Silago manchado,Pêche-madame moucheté
siw,Balaenoptera borealis,Sei whale,Rorcual del Norte,Rorqual de Rudolphi
six,Sardinella spp,Sardinellas nei,Sardinelas nep,Sardinelles
siy,Sudis hyalina,,,
siz,Spirulina spp,Spirulina nei,Spirulina nep,Spirulina
sja,Pecten jacobaeus,Great Mediterranean scallop,Concha de peregrino,Coquille St-Jacques méditerr.
sjb,Sebastapistes ballieui,Spotfin scorpionfish,,
sjc,Scorpaenopsis cacopsis,Jenkin's scorpionfish,,
sjd,Tadorna tadorna,Common shelduck,Tarro blanco,Tadorne de belon
sje,Symphorus nematophorus,Chinamanfish,Pargo diablo,Vivaneau diable
sjf,Arctocephalus philippii,Juan Fernandez fur seal,Lobo fino de Juan Fernandez,Otarie de Juan Fernandez
sjg,Scorpaenopsis gibbosa,Humpbacked scorpionfish,,
sjh,Scorpaenopsis cirrhosa,Weedy stingfish,,
sji,Sciaenochromis ahli,Electric blue hap,,
sjj,Scartichthys gigas,Giant blenny,,
sjk,Solenocera geijskesi,Guiana mud shrimp,Camarón guayanés,Salicoque guyanaise
sjl,Synanceia alula,,,
sjm,Similiparma hermani,Cape damsel,,
sjn,Stelgistrum stejnegeri,,,
sjo,Solenocera florea,Flower shrimp,Camarón picaflor,Salicoque fleur
sjp,Caspiosoma caspium,,,
sjq,Solenocera pectinulata,False comb shrimp,,
sjr,Solenocera alticarinata,High ridge mud shrimp,,
sjs,Symphorichthys spilurus,Sailfin snapper,Pargo velero,Vivaneau voilier
sjt,Stereomastis sculpta,,,
sju,Sebastolobus alascanus,Shortspine thornyhead,Chancharro alacrán,
sjv,Stethojulis albovittata,Bluelined wrasse,,
sjw,Sebastolobus macrochir,Broadbanded thornyhead,,
sjx,Sclerocrangon atrox,Four-spines nutshell shrimp,Quisquilla de cuatro espinas,Crevette noisette quatre épine
sjy,Seriatopora hystrix,Thin birdsnest coral,,
sjz,Sebastolobus altivelis,Longspine thornyhead,,
ska,Raja spp,Raja rays nei,Rayas raja nep,Pocheteaux et raies raja
skb,Gasterosteus spp,Sticklebacks,Espinosillos,Épinoches
skc,Monachus tropicalis,Caribbean monk seal,Foca monja del Caribe,Phoque moine des Caraïbes
skd,Neoepinnula orientalis,Sackfish,Escolar oriental,Escolier oriental
ske,Solenocera pectinata,Comb shrimp,Camarón peine,Salicoque peigne
skf,Solenocera africana,African mud shrimp,Camarón fanguero africano,Solenocère d'Afrique
skg,Sikukia gudgeri,,,
skh,Selachimorpha(Pleurotremata),Various sharks nei,Escualos diversos nep,Requins divers
ski,Semaprochilodus insignis,,,
skj,Katsuwonus pelamis,Skipjack tuna,Listado,Listao
skk,Solenocera choprai,Ridgeback shrimp,Camarón costurón,Salicoque balafrée
skl,Scobinichthys granulatus,Rough leatherjackets,,
skm,Solenocera membranacea,Atlantic mud shrimp,Gamba de fango del Atlántico,Salicoque des vases
skn,Stokellia anisodon,Stokell's smelt,,
sko,Solenocera koelbeli,Chinese mud shrimp,Camarón fanguero chino,Salicoque chinoise de vase
skp,Schindleria praematura,,,
skq,Solenocera australiana,Australia mus shrimp,,
sks,Synchiropus agassizi,Spotfin dragonet,,
skt,Starksia atlantica,,,
sku,Siokunichthys bentuviai,,,
skv,Scortum parviceps,Small-headed grunter,,
skw,Solenocera halli,Malayan mud shrimp,,
skx,Elasmobranchii,"Sharks, rays, skates, etc. nei","Tiburones, rayas, etc. nep","Requins, raies, etc."
sky,Syncomistes kimberleyensis,Kimberley grunter,,
sla,Scoliodon laticaudus,Spadenose shark,Cazón espadachín,Requin épée
slb,Salmostoma bacaila,Large razorbelly minnow,,
slc,Panulirus argus,Caribbean spiny lobster,Langosta común del Caribe,Langouste blanche
sld,Cheimerius nufar,Santer seabream,Dentón nufar,Denté nufar
sle,Salvelinus leucomaenis,,,
slf,Argyrozona argyrozona,Carpenter seabream,Dentón carpintero,Denté charpentier
slg,Securicula gora,,,
slh,Scopelosaurus hamiltoni,,,
sli,Molva macrophthalma,Spanish ling,Maruca española,Lingue espagnole
slj,Soleichthys siammakuti,,,
slk,Sillago ciliata,Sand sillago,Silago de arena,Pêche-madame sable
sll,Chrysoblephus puniceus,Slinger seabream,Sargo elegante,Spare élégant
slm,Sarpa salpa,Salema,Salema,Saupe
sln,Palinurus delagoae,Natal spiny lobster,Langosta del Natal,Langouste du Natal
slo,Palinurus elephas,Common spiny lobster,Langosta común,Langouste rouge
slp,Hydrurga leptonyx,Leopard seal,Foca leopardo,Léopard de mer
slq,Scorpaena laevis,Senegalese rockfish,,
slr,Phoca fasciata,Ribbon seal,Foca fajada,Phoque à rubans
sls,Palinurus gilchristi,Southern spiny lobster,Langosta del Sur,Langouste du Sud
slt,Allothunnus fallai,Slender tuna,Atún lanzón,Thon élégant
slu,Stenobrachius leucopsarus,Northern lampfish,,
slv,Panulirus spp,Tropical spiny lobsters nei,Langostas tropicales nep,Langoustes tropicales
slw,Leptonychotes weddellii,Weddell seal,Foca de Weddell,Phoque de Weddell
slx,Salmonoidei,Salmonoids nei,Salmonoideos nep,Salmonoidés
sly,Solenostomus cyanopterus,Ghost pipefish,,
slz,Salmonidae,Salmonids nei,,
sma,Isurus oxyrinchus,Shortfin mako,Marrajo dientuso,Taupe bleue
smb,Systomus brevis,,,
smc,Arius heudelotii,Smoothmouth sea catfish,Bagre bocalisa,Mâchoiron banderille
smd,Mustelus mustelus,Smooth-hound,Musola,Émissole lisse
sme,Osmerus eperlanus,European smelt,Eperlano europeo,Éperlan européen
smg,Monognathus ahlstromi,Paddletail onejaw,,
smh,Monachus schauinslandi,Hawaiian monk seal,Foca monje del Hawaii,Phoque moine de Hawai
smj,Scleronema minutum,,,
smk,Stlengis misakia,,,
sml,Sternarchorhamphus muelleri,,,
smm,Monachus monachus,Mediterranean monk seal,Foca monje del Mediterráneo,Phoque moine de Méditerranée
smn,Semilabeo notabilis,,,
smo,Spectrolebias semiocellatus,,,
smp,Symbolophorus barnardi,,,
smq,Scorpaenichthys marmoratus,Cabezon,Cabezón,
smr,Osmerus mordax,Rainbow smelt,Eperlano arco iris,Éperlan arc-en-ciel
sms,Saccoderma melanostigma,,,
smu,Semotilus atromaculatus,Creek chub,,
smv,Stomias brevibarbatus,,,
smw,Scorpaena plumieri,Pacific spotted scorpionfish,,
smx,"Osmerus spp, Hypomesus spp",Smelts nei,Eperlanos nep,Éperlans
smy,Meadia abyssalis,,,
smz,Solenocera mutator,Blossom shrimp,Camarón piojillo,Salicoque pouce
sna,Lutjanus spp,Snappers nei,Pargos tropicales nep,Vivaneaux
snb,Snyderidia bothrops,,,
snc,Lutjanus purpureus,Southern red snapper,Pargo colorado,Vivaneau rouge
snd,Sinilabeo decorus,,,
sne,Concholepas concholepas,False abalone,Loco,Rocher loco
snf,Stenatherina panatela,Panatella silverside,,
sng,Stemonosudis elegans,,,
snh,Salangichthys ishikawae,,,
sni,Macroramphosidae,Snipefishes nei,Trompeteros nep,Bécasses
snj,Neosalanx jordani,,,
snk,Thyrsites atun,Snoek,Sierra,Escolier
snl,Lutjanus synagris,Lane snapper,Pargo biajaiba,Vivaneau gazou
snm,Sinibrama macrops,,,
snn,Salanx ariakensis,,,
sno,Centropomus undecimalis,Common snook,Róbalo blanco,Crossie blanc
snp,Mirounga angustirostris,Northern elephant seal,Foca elephante del norte,Éléphant de mer boréal
snq,Scorpaena notata,Small red scorpionfish,,
snr,Lutjanus campechanus,Northern red snapper,Pargo del Golfo,Vivaneau campèche
sns,Macroramphosus scolopax,Longspine snipefish,Trompetero,Bécasse de mer
snt,Sinocyclocheilus anatirostris,,,
snu,Lutjanus russelli,Russell's snapper,Pargo ojo de buey,Vivaneau hublot
snv,Sanagia velifera,,,
snw,Lithognathus lithognathus,White steenbras,Herrera del Cabo,Marbré du Cap
snx,Lutjanidae,"Snappers, jobfishes nei",Lutjánidos nep,Lutianidés
sny,Ocyurus chrysurus,Yellowtail snapper,Rabirrubia,Vivaneau queue jaune
snz,Arctocephalus forsteri,New Zealand fur seal,Lobo fino de Nueva Zelandia,Otarie de Nouvelle-Zélande
soa,Austroglossus spp,Southeast Atlantic soles nei,Lenguados del Atl. sudeste nep,Soles de l'Atl. sud-est
sob,Salmothymus obtusirostris,Adriatic trout,,
soc,Oncorhynchus nerka,Sockeye(=Red)salmon,Salmón rojo,Saumon rouge
sod,Sisor rabdophorus,,,
soe,Austroglossus pectoralis,Mud sole,Lenguado de fango,Sole de vase
sof,Scorpaenodes africanus,,,
sog,Somileptes gongota,,,
soh,Stenotomus caprinus,Longspine porgy,,
soi,Solenidae,"Razor clams, knife clams nei","Navajas, solénidos nep","Couteaux, etc."
soj,Solenocera crassicornis,Coastal mud shrimp,Camarón fanguero de orilla,Salicoque des vases côtières
sok,Solenocera agassizii,Kolibri shrimp,Camarón chupaflor,Salicoque colibrí
sol,Solea solea,Common sole,Lenguado común,Sole commune
som,Silurus glanis,Wels(=Som)catfish,Siluro,Silure glane
son,Somniosus pacificus,Pacific sleeper shark,Tollo negro dormilón,Laimargue dormeur
soo,Solea spp,,,
sop,Penaeus notialis,Southern pink shrimp,Camarón rosado sureño,Crevette rose du Sud
soq,Scorpaena sonorae,Sonora scorpionfish,,
sor,Somniosus rostratus,Little sleeper shark,Tollo boreal,Laimargue de la Méditerranée
sos,Solea lascaris,Sand sole,Lenguado de arena,Sole-pole
sot,Psettodes belcheri,Spottail spiny turbot,Perro,Turbot épineux tacheté
sou,Selachophidium guentheri,Barbed brotula,,
sov,Scorpaenodes parvipinnis,Lowfin scorpionfish,,
sow,Austroglossus microlepis,West coast sole,Lenguado austral oeste,Sole australe occidentale
sox,Soleidae,Soles nei,Lenguados nep,Soles
soy,Chelon haematocheilus,So-iny (redlip) mullet,Lisa so-iny,Mulet so-iny
soz,Solenoceridae,Solenocerid shrimps nei,Camarones solenoceros nep,"Salicoques, solénocères"
spa,Ephippidae,Spadefishes nei,Pagualas nep,"Chèvres, disques"
spc,Spicara smaris,Picarel,Caramel,Picarel
spd,Spratelloides delicatulus,Delicate round herring,Arenquillo fino,Hareng rond
spe,Sphyrna media,Scoophead,Cornuda cuchara,Requin-marteau écope
spf,Tetrapturus pfluegeri,Longbill spearfish,Aguja picuda,Makaire bécune
spg,Sebastes pinniger,Canary rockfish,Chancharro flioma,Sébaste citron
sph,Archosargus probatocephalus,Sheepshead,Sargo chopa,Rondeau mouton
spi,Siganus spp,Spinefeet(=Rabbitfishes) nei,Síganos nep,Sigans
spj,Sphyrna tiburo,Bonnethead,Cornuda de corona,Requin-marteau tiburo
spk,Sphyrna mokarran,Great hammerhead,Cornuda gigante,Grand requin marteau
spl,Sphyrna lewini,Scalloped hammerhead,Cornuda común,Requin-marteau halicorne
spn,Sphyrna spp,Hammerhead sharks nei,Cornudas (Peces martillo) nep,Requins marteau
